ano_ingresso,ano_nasc,ano_referencia,atingiu_pv,ativo_inativo,avaliador_1,avaliador_2,avaliador_3,avaliador_4,avaliador_5,avaliador_6,cf,cg,ct,data_nascimento,defasagem,destaque_ida,destaque_ieh,destaque_ipv,escola,fase,fase_ideal,genero,iaa,ian,ida,idade,ieg,inde_2023,inde_2024,inde_22,inde_23,indicado,ingles,instituicao_de_ensino,ipp,ips,ipv,matematica,nome_anonimizado,num_av,pedra_20,pedra_2023,pedra_2024,pedra_21,pedra_22,pedra_23,portugues,ra,rec_av1,rec_av2,rec_av3,rec_av4,rec_psicologia,turma
2020,2009,2022,Não,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,112.0,639.0,9.0,2009-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,3.5,5.0,6.3,13,8.5,,,6.535,,Não,,Escola Pública,,5.0,8.056,5.7,Aluno-471,3.0,Ágata,,,Ágata,Ágata,,6.8,RA-471,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,U
2022,2010,2022,Não,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,133.0,735.0,14.0,2010-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,9.0,5.0,2.0,12,7.0,,,5.93,,Não,,Escola Pública,,7.5,7.056,1.8,Aluno-472,3.0,nan,,,nan,Quartzo,,2.2,RA-472,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,U
2019,2010,2022,Não,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,134.0,737.0,15.0,2010-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Masculino,8.0,5.0,4.3,12,6.1,,,5.915,,Não,,Escola Pública,,7.5,5.889,4.5,Aluno-473,3.0,Ametista,,,Ametista,Quartzo,,4.0,RA-473,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,U
2019,2009,2022,Não,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,115.0,650.0,10.0,2009-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Masculino,9.5,5.0,3.0,13,9.1,,,6.446,,Não,,Escola Pública,,7.5,6.0,1.3,Aluno-474,3.0,Ametista,,,Ametista,Ágata,,4.7,RA-474,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,U
2022,2010,2022,Não,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,63.0,430.0,4.0,2010-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,8.5,5.0,5.8,12,9.2,,,7.199,,Não,,Escola Pública,,7.5,7.667,3.3,Aluno-475,3.0,nan,,,nan,Ametista,,8.3,RA-475,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,U
2019,2010,2022,Não,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,78.0,513.0,5.0,2010-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,9.0,5.0,5.5,12,9.3,,,6.931,,Não,,Escola Pública,,4.4,7.556,5.0,Aluno-476,3.0,Ágata,,,Ametista,Ágata,,6.0,RA-476,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,U
2022,2009,2022,Não,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,155.0,860.0,16.0,2009-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Masculino,0.0,5.0,0.7,13,5.0,,,3.633,,Não,,Escola Pública,,5.6,4.5,0.3,Aluno-477,3.0,nan,,,nan,Quartzo,,1.0,RA-477,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Requer avaliação,U
2019,2010,2022,Não,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,96.0,588.0,8.0,2010-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2,Fase 3 (7º e 8º ano),Feminino,8.5,5.0,4.9,12,9.1,,,6.709,,Não,,Escola Pública,,5.6,7.056,3.8,Aluno-478,3.0,Ametista,,,Ametista,Ágata,,6.0,RA-478,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,U
2020,2012,2022,Sim,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,5.0,40.0,1.0,2012-01-01,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Masculino,8.0,5.0,9.8,10,9.2,,,8.465,,Não,,Rede Decisão,,7.5,9.5,10.0,Aluno-479,3.0,Topázio,,,Topázio,Topázio,,9.7,RA-479,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,nan,Sem limitações,A
2021,2012,2022,Sim,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,81.0,309.0,6.0,2012-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Feminino,9.0,5.0,6.3,10,8.8,,,7.502,,Sim,,Escola Pública,,7.5,8.444,6.8,Aluno-480,3.0,nan,,,Ametista,Ametista,,5.7,RA-480,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,nan,Não atendido,A
2021,2013,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,109.0,424.0,9.0,2013-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 1 (4º ano),Masculino,9.0,10.0,5.2,9,8.0,,,7.21,,Não,,Escola Pública,,7.5,6.889,5.7,Aluno-481,3.0,nan,,,Topázio,Ametista,,4.7,RA-481,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,A
2021,2011,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,134.0,532.0,10.0,2011-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Masculino,10.0,5.0,5.5,11,7.9,,,6.866,,Não,,Escola Pública,,7.5,6.833,4.3,Aluno-482,3.0,nan,,,Ametista,Ágata,,6.7,RA-482,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,A
2019,2011,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,185.0,805.0,13.0,2011-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Feminino,9.0,5.0,2.4,11,4.8,,,5.263,,Não,,Escola Pública,,5.0,6.833,2.0,Aluno-483,3.0,Ametista,,,Ágata,Quartzo,,2.8,RA-483,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,A
2022,2011,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,144.0,587.0,11.0,2011-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Masculino,9.5,5.0,6.5,11,8.7,,,6.71,,Não,,Escola Pública,,5.0,6.389,8.0,Aluno-484,3.0,nan,,,nan,Ágata,,5.0,RA-484,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,A
2020,2012,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,191.0,837.0,14.0,2012-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Masculino,9.5,5.0,1.2,10,4.0,,,4.742,,Não,,Escola Pública,,7.5,5.444,1.0,Aluno-485,3.0,Topázio,,,Ágata,Quartzo,,1.3,RA-485,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,A
2020,2012,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,68.0,264.0,4.0,2012-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Feminino,10.0,5.0,7.3,10,9.9,,,7.621,,Não,,Escola Pública,,7.5,7.222,6.7,Aluno-486,3.0,Topázio,,,Topázio,Ametista,,7.8,RA-486,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,A
2019,2012,2022,Sim,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,6.0,45.0,2.0,2012-01-01,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Feminino,7.5,5.0,9.6,10,9.7,,,8.417,,Não,,Rede Decisão,,7.5,9.333,9.7,Aluno-487,3.0,Topázio,,,Topázio,Topázio,,9.5,RA-487,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,nan,Não atendido,A
2022,2012,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,92.0,351.0,8.0,2012-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Feminino,8.5,5.0,7.3,10,8.8,,,7.413,,Não,,Escola Pública,,7.5,7.722,6.0,Aluno-488,3.0,nan,,,nan,Ametista,,8.5,RA-488,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,A
2022,2013,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,176.0,743.0,12.0,2013-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 1 (4º ano),Feminino,9.0,10.0,0.0,9,7.2,,,5.853,,Não,,Escola Pública,,7.5,6.5,0.0,Aluno-489,3.0,nan,,,nan,Quartzo,,0.0,RA-489,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,A
2022,2012,2022,Sim,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,77.0,283.0,5.0,2012-01-01,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Feminino,7.9,5.0,7.7,10,8.2,,,7.576,,Não,,Escola Pública,,7.5,8.722,6.0,Aluno-490,3.0,nan,,,nan,Ametista,,9.3,RA-490,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,nan,Não atendido,A
2022,2011,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,86.0,329.0,7.0,2011-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Masculino,7.5,5.0,7.0,11,9.7,,,7.461,,Não,,Escola Pública,,7.5,7.722,6.0,Aluno-491,3.0,nan,,,nan,Ametista,,8.0,RA-491,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,A
2022,2011,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,63.0,242.0,3.0,2011-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Feminino,10.0,5.0,7.1,11,8.8,,,7.678,,Não,,Escola Pública,,7.5,8.278,8.2,Aluno-492,3.0,nan,,,nan,Ametista,,6.0,RA-492,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,A
2020,2013,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,12.0,61.0,1.0,2013-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 1 (4º ano),Feminino,10.0,10.0,7.2,9,9.4,,,8.306,,Não,,Escola Pública,,7.5,8.278,7.3,Aluno-493,3.0,Topázio,,,Topázio,Topázio,,7.0,RA-493,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,nan,Sem limitações,B
2022,2011,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,159.0,661.0,13.0,2011-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Feminino,6.4,5.0,5.8,11,8.3,,,6.407,,Não,,Escola Pública,,5.0,6.944,6.3,Aluno-494,3.0,nan,,,nan,Ágata,,5.2,RA-494,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,B
2022,2011,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,42.0,184.0,6.0,2011-01-01,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Masculino,9.0,5.0,8.4,11,8.9,,,7.857,,Não,,Escola Pública,,7.5,8.056,8.0,Aluno-495,3.0,nan,,,nan,Ametista,,8.8,RA-495,Promovido de Fase,Promovido de Fase,Promovido de Fase,nan,Sem limitações,B
2018,2011,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,145.0,595.0,12.0,2011-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Masculino,8.5,5.0,5.7,11,6.8,,,6.683,,Não,,Escola Pública,,7.5,7.556,5.8,Aluno-496,3.0,Quartzo,,,Quartzo,Ágata,,5.5,RA-496,Promovido de Fase,Promovido de Fase,Promovido de Fase,nan,Requer avaliação,B
2016,2009,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,163.0,678.0,14.0,2009-01-01,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 3 (7º e 8º ano),Feminino,6.9,5.0,5.1,13,9.2,,,6.323,,Não,,Rede Decisão,,5.0,5.833,4.2,Aluno-497,3.0,Quartzo,,,Quartzo,Ágata,,6.0,RA-497,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,nan,Não indicado,B
2018,2011,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,61.0,234.0,9.0,2011-01-01,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Feminino,8.5,5.0,8.8,11,8.8,,,7.7,,Não,,Escola Pública,,7.5,7.556,8.0,Aluno-498,3.0,Ametista,,,Ágata,Ametista,,9.5,RA-498,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,nan,Sem limitações,B
2020,2012,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,46.0,196.0,7.0,2012-01-01,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Masculino,8.5,5.0,8.2,10,10.0,,,7.826,,Não,,Escola Pública,,7.5,7.444,8.2,Aluno-499,3.0,Ágata,,,Ametista,Ametista,,8.2,RA-499,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Sem limitações,B
2020,2012,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,16.0,75.0,3.0,2012-01-01,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Feminino,9.0,5.0,9.5,10,10.0,,,8.232,,Sim,,Escola Pública,,7.5,7.889,9.5,Aluno-500,3.0,Topázio,,,Topázio,Topázio,,9.5,RA-500,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,nan,Sem limitações,B
2021,2013,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,48.0,201.0,8.0,2013-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 1 (4º ano),Masculino,8.5,10.0,6.8,9,8.8,,,7.794,,Não,,Escola Pública,,7.5,7.333,8.0,Aluno-501,3.0,nan,,,Topázio,Ametista,,5.7,RA-501,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Sem limitações,B
2021,2014,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,13.0,62.0,2.0,2014-01-01,1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,ALFA  (2º e 3º ano),Feminino,9.5,10.0,7.4,8,9.7,,,8.287,,Não,,Rede Decisão,,7.5,7.778,6.7,Aluno-502,3.0,nan,,,Topázio,Topázio,,8.2,RA-502,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Sem limitações,B
2020,2012,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,38.0,155.0,5.0,2012-01-01,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Masculino,8.5,5.0,8.8,10,10.0,,,7.95,,Não,,Escola Pública,,7.5,7.5,8.7,Aluno-503,3.0,Topázio,,,Topázio,Ametista,,9.0,RA-503,Promovido de Fase,Promovido de Fase,Promovido de Fase,nan,Sem limitações,B
2021,2013,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,29.0,124.0,4.0,2013-01-01,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 1 (4º ano),Feminino,8.5,10.0,8.0,9,8.9,,,8.072,,Não,,Escola Pública,,7.5,7.556,7.8,Aluno-504,3.0,nan,,,Topázio,Topázio,,8.2,RA-504,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,nan,Sem limitações,B
2019,2011,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,73.0,276.0,10.0,2011-01-01,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Feminino,9.5,5.0,8.4,11,8.0,,,7.591,,Não,,Escola Pública,,7.5,7.556,8.2,Aluno-505,3.0,Topázio,,,Ametista,Ametista,,8.7,RA-505,Promovido de Fase,Promovido de Fase,Promovido de Fase,nan,Sem limitações,B
2020,2010,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,113.0,446.0,11.0,2010-01-01,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 3 (7º e 8º ano),Masculino,9.5,5.0,7.2,12,7.3,,,7.132,,Não,,Escola Pública,,7.5,7.278,8.3,Aluno-506,3.0,Ametista,,,Ágata,Ametista,,6.0,RA-506,Promovido de Fase,Promovido de Fase,Promovido de Fase,nan,Sem limitações,B
2021,2011,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,66.0,254.0,4.0,2011-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Feminino,8.5,5.0,7.4,11,10.0,,,7.653,,Não,,Escola Pública,,7.5,7.222,7.3,Aluno-507,3.0,nan,,,Ágata,Ametista,,7.5,RA-507,Promovido de Fase,Promovido de Fase,Promovido de Fase,nan,Não atendido,C
2022,2012,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,155.0,636.0,10.0,2012-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Masculino,8.0,5.0,4.5,10,7.4,,,6.575,,Não,,Escola Pública,,7.5,7.556,0.0,Aluno-508,3.0,nan,,,nan,Ágata,,9.0,RA-508,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,C
2018,2010,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,47.0,199.0,3.0,2010-01-01,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 3 (7º e 8º ano),Feminino,9.0,5.0,9.2,12,8.2,,,7.808,,Sim,,Escola Pública,,7.5,7.833,9.3,Aluno-509,3.0,Ametista,,,Ágata,Ametista,,9.0,RA-509,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,nan,Não atendido,C
2022,2010,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,98.0,379.0,6.0,2010-01-01,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 3 (7º e 8º ano),Masculino,8.0,5.0,7.1,12,9.3,,,7.336,,Não,,Escola Pública,,7.5,7.056,5.8,Aluno-510,3.0,nan,,,nan,Ametista,,8.3,RA-510,Promovido de Fase,Promovido de Fase,Promovido de Fase,nan,Não atendido,C
2022,2012,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,117.0,458.0,7.0,2012-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Feminino,8.0,5.0,5.3,10,10.0,,,7.094,,Não,,Escola Pública,,7.5,7.056,2.0,Aluno-511,3.0,nan,,,nan,Ametista,,8.5,RA-511,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,C
2022,2012,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,97.0,374.0,5.0,2012-01-01,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 2 (5º e 6º ano),Feminino,9.0,5.0,6.2,10,9.3,,,7.365,,Não,,Escola Pública,,7.5,7.722,5.3,Aluno-512,3.0,nan,,,nan,Ametista,,7.0,RA-512,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,nan,Não atendido,C
2021,2013,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,17.0,77.0,2.0,2013-01-01,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 1 (4º ano),Masculino,9.0,10.0,8.3,9,9.6,,,8.229,,Não,,Escola Pública,,5.6,7.778,8.2,Aluno-513,3.0,nan,,,Topázio,Topázio,,8.5,RA-513,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,C
2022,2013,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,123.0,476.0,8.0,2013-01-01,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1,Fase 1 (4º ano),Feminino,8.0,10.0,4.8,9,9.7,,,7.039,,Não,,Escola Pública,,7.5,5.889,2.0,Aluno-514,3.0,nan,,,nan,Ametista,,7.5,RA-514,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,C
2022,2010,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,154.0,631.0,9.0,2010-01-01,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 3 (7º e 8º ano),Masculino,8.0,5.0,5.8,12,6.3,,,6.582,,Não,,Escola Pública,,7.5,7.556,8.5,Aluno-515,3.0,nan,,,nan,Ágata,,3.2,RA-515,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,C
2019,2013,2022,Não,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,2.0,8.0,1.0,2013-01-01,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1,Fase 1 (4º ano),Masculino,10.0,10.0,9.9,9,9.7,,,8.903,,Não,,Rede Decisão,,7.5,8.056,10.0,Aluno-516,3.0,Topázio,,,Topázio,Topázio,,9.8,RA-516,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,nan,Não atendido,C
